State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Grade,tempmax,tempmin,humidity,precip,uvindex
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,6.4,1000,2000,1600,2024-02-05,FAQ,68.0,54.1,83.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,6.7,2000,6000,4200,2024-10-05,FAQ,95.3,80.0,67.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,7.7,2000,10000,8500,2024-04-12,FAQ,101.2,73.3,31.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,7.9,2000,6000,4250,2023-03-10,FAQ,85.8,63.1,60.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,8.5,3500,7000,5000,2023-08-16,FAQ,95.2,82.6,72.2,0.13,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,8.9,1000,2000,1350,2025-04-22,FAQ,104.0,72.7,17.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,9.5,1000,2000,1500,2025-03-18,FAQ,84.5,62.1,57.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,18.9,1000,2000,1350,2025-05-05,FAQ,89.6,75.0,57.2,0.016,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,19.2,700,1700,1200,2023-11-22,FAQ,77.0,55.4,67.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,20.4,700,1500,1100,2023-11-20,FAQ,78.4,57.2,72.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,20.4,1000,2000,1450,2025-05-19,FAQ,102.6,84.2,54.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,21.0,2400,7500,5500,2024-11-02,FAQ,90.7,65.2,56.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,21.2,1000,3500,2250,2023-06-19,FAQ,91.8,78.8,81.0,0.344,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,22.0,2000,5000,3650,2024-04-11,FAQ,100.4,71.3,31.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,23.1,4000,6000,5150,2024-09-05,FAQ,90.0,75.2,85.4,0.027,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,24.5,3600,18000,9667,2023-07-12,FAQ,89.6,80.6,88.0,0.036,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,25.7,2400,7500,5500,2024-11-01,FAQ,90.7,64.4,55.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,26.4,1000,2000,1350,2025-05-13,FAQ,103.2,82.4,41.3,0.039,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,27.4,500,1800,1100,2023-05-30,FAQ,94.5,71.6,68.8,1.236,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,27.4,1000,2000,1350,2025-05-10,FAQ,95.2,80.2,61.2,0.458,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,27.6,2000,10000,5667,2023-07-17,FAQ,91.4,82.4,86.2,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,28.2,700,1700,1150,2023-11-23,FAQ,78.8,52.6,68.6,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,29.6,700,1500,1050,2024-06-13,FAQ,113.0,88.1,23.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,31.5,1500,3000,2250,2024-01-23,FAQ,63.8,46.4,84.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,31.7,1000,3000,2100,2023-12-04,FAQ,75.5,60.8,71.6,0.001,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,32.1,1000,3000,2000,2023-06-16,FAQ,100.5,82.4,56.3,0.319,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,32.2,1000,2500,1700,2025-03-08,FAQ,85.4,57.2,50.6,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,32.7,3000,15000,7500,2023-07-11,FAQ,89.7,78.8,89.8,0.016,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,33.2,1000,2000,1500,2025-05-26,FAQ,93.9,79.5,73.6,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,33.3,3600,18000,9667,2023-07-13,FAQ,90.9,80.5,88.1,0.068,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,33.6,200,800,500,2023-05-04,FAQ,87.8,65.5,71.3,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,33.8,2000,9000,6500,2023-07-10,FAQ,87.8,78.6,96.7,0.277,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,34.8,500,1800,1150,2023-06-23,FAQ,98.3,80.5,69.8,0.235,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,36.4,1000,3000,2000,2023-11-10,FAQ,71.6,64.4,84.5,0.304,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,36.8,2000,6000,4000,2024-08-05,FAQ,90.0,82.4,80.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,37.2,2000,5000,3850,2024-08-19,FAQ,94.1,82.4,79.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,37.4,2000,5000,3850,2024-08-16,FAQ,93.8,80.6,86.1,0.34,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,37.7,2000,6000,4250,2023-07-08,FAQ,84.2,78.8,97.1,4.668,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,37.7,4000,10000,7500,2023-07-29,FAQ,87.8,78.7,92.3,0.225,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,37.9,500,1500,950,2023-05-29,FAQ,93.2,73.0,69.8,0.276,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,38.3,1000,2500,1700,2025-03-29,FAQ,84.2,55.4,28.3,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,39.3,1000,2000,1350,2025-04-30,FAQ,98.2,80.1,45.3,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,39.4,1000,3000,2200,2025-04-01,FAQ,93.2,60.9,29.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,39.4,2400,7500,5500,2024-11-04,FAQ,87.9,64.3,63.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,39.5,1000,2000,1350,2025-05-07,FAQ,96.3,78.3,57.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,39.5,1000,2000,1350,2025-05-08,FAQ,96.8,77.4,54.1,0.002,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,39.7,500,3000,1750,2023-06-29,FAQ,91.3,76.4,87.6,0.827,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,40.0,2000,5000,3750,2025-06-26,FAQ,99.1,85.8,68.0,0.005,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,40.0,4000,10000,7500,2023-07-18,FAQ,89.6,82.4,92.2,0.024,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,40.2,800,3000,1500,2023-06-20,FAQ,98.5,80.6,67.8,0.021,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,40.7,2000,5000,3700,2024-04-06,FAQ,94.2,69.8,29.2,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,42.1,1500,2500,2000,2025-06-07,FAQ,102.6,81.8,45.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,42.4,1000,2000,1350,2025-05-06,FAQ,94.7,73.4,55.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,43.3,1000,3500,2250,2023-06-17,FAQ,99.7,83.8,62.0,0.011,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,43.3,2000,5000,3250,2025-06-30,FAQ,85.9,78.7,89.2,0.695,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,43.4,2400,6500,4950,2024-11-06,FAQ,88.2,65.2,66.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,43.5,1000,2000,1350,2025-05-14,FAQ,104.0,77.5,39.3,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.0,700,1500,1000,2024-05-11,FAQ,100.5,78.8,41.4,0.007,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.0,1500,2500,2000,2025-06-06,FAQ,100.4,79.9,49.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.2,1000,2000,1450,2025-05-16,FAQ,107.7,82.2,38.0,0.036,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.3,700,1500,1000,2024-06-03,FAQ,111.2,87.4,29.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.3,1000,2000,1500,2025-05-24,FAQ,99.7,84.9,52.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.7,2000,5000,3750,2024-04-22,FAQ,97.6,77.0,31.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.8,1000,2500,1800,2025-06-02,FAQ,95.9,77.6,52.6,0.043,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.8,4000,8000,6500,2024-09-24,FAQ,97.5,82.4,75.7,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,44.9,1000,2000,1500,2025-03-17,FAQ,82.4,62.6,59.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,45.0,800,2500,1850,2023-01-23,FAQ,76.6,50.0,68.3,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,45.2,1500,2500,2000,2024-01-02,FAQ,61.4,48.2,82.2,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,45.5,1000,2000,1350,2025-04-29,FAQ,96.9,77.0,42.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,45.6,1500,3000,2100,2024-01-08,FAQ,59.0,45.5,88.2,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,45.7,1500,4000,2750,2023-04-01,FAQ,82.4,62.6,79.7,0.124,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,45.7,2000,5000,3750,2024-04-13,FAQ,101.3,76.6,40.2,0.077,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,46.1,1000,2500,1750,2023-06-07,FAQ,100.4,78.5,39.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,46.3,2000,3000,2500,2025-01-09,FAQ,69.8,44.4,77.0,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,47.0,2000,6000,4200,2024-10-03,FAQ,96.2,80.6,61.7,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,47.1,4000,10000,7500,2023-07-19,FAQ,95.0,82.4,82.6,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,47.2,1000,2000,1500,2025-04-15,FAQ,98.7,76.5,40.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,47.5,700,1500,1000,2024-06-11,FAQ,111.2,84.9,24.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,47.9,1000,3500,2400,2023-07-03,FAQ,99.5,84.2,69.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,48.2,2000,4500,3100,2024-03-11,FAQ,86.4,60.7,47.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,48.3,700,1500,1000,2024-05-29,FAQ,114.8,86.7,27.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,48.4,2000,5000,3650,2024-08-12,FAQ,84.1,78.7,95.2,0.64,3
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,49.0,200,1000,550,2023-12-12,FAQ,74.7,48.1,72.3,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,49.0,1000,2000,1350,2025-04-23,FAQ,102.4,70.6,19.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,49.3,800,2000,1400,2023-06-21,FAQ,97.5,78.8,71.7,0.003,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,49.5,5000,12000,8500,2023-07-22,FAQ,95.5,84.2,77.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,49.6,1000,2000,1350,2025-04-24,FAQ,104.2,72.5,19.3,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,49.8,700,1500,1000,2024-05-25,FAQ,109.4,87.8,35.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,50.0,1000,2000,1350,2025-04-26,FAQ,105.8,72.0,23.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,50.1,1000,2500,2000,2025-04-08,FAQ,103.7,75.3,33.3,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,50.5,700,1500,1050,2024-06-10,FAQ,109.7,87.5,23.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,50.6,1000,2000,1350,2025-05-01,FAQ,99.3,80.6,47.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,51.2,1000,2000,1500,2025-04-14,FAQ,97.9,72.8,44.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,51.6,1000,2500,1800,2025-06-04,FAQ,92.3,77.7,54.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,51.6,1500,3000,2000,2025-02-27,FAQ,75.6,68.0,63.8,0.0,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,51.7,2000,5000,3900,2023-09-29,FAQ,92.2,74.5,62.4,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,51.8,2000,10000,4667,2023-07-15,FAQ,92.9,78.8,87.0,0.539,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,51.9,2000,5000,3750,2023-03-09,FAQ,84.6,65.6,51.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,52.0,300,1500,900,2023-04-12,FAQ,96.8,74.3,32.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,52.2,1000,2000,1350,2025-05-03,FAQ,93.2,73.1,63.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,52.2,2000,6000,4200,2024-08-27,FAQ,90.4,77.0,86.0,0.638,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,52.5,1500,3000,2150,2024-01-16,FAQ,64.4,41.8,88.4,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,52.6,2000,5000,4150,2023-10-03,FAQ,93.0,68.8,49.0,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,52.7,1000,3000,2000,2023-06-14,FAQ,104.2,86.0,40.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.0,2000,5000,3750,2024-04-19,FAQ,100.4,80.1,32.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.3,1000,2000,1350,2025-04-25,FAQ,105.8,75.4,22.3,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.3,1000,3000,1900,2023-12-05,FAQ,75.4,56.5,69.5,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.3,4000,12000,8000,2023-07-25,FAQ,94.9,84.2,80.8,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.4,1000,3000,2000,2023-06-15,FAQ,98.5,84.2,45.3,0.004,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.6,700,1500,1000,2024-05-17,FAQ,111.2,80.6,26.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.6,1000,2000,1500,2025-04-10,FAQ,102.2,80.6,35.6,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.6,1000,3500,2400,2023-07-05,FAQ,92.9,78.8,85.9,0.273,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.7,2000,4000,3000,2023-11-01,FAQ,87.9,64.4,64.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,53.8,1500,3000,2150,2025-06-25,FAQ,92.6,86.0,80.5,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,54.3,1000,2000,1500,2025-04-09,FAQ,104.0,78.7,39.0,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,54.4,1500,2500,2000,2025-06-09,FAQ,109.5,84.7,34.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,54.5,1500,2300,1950,2023-12-23,FAQ,73.4,53.2,75.2,0.004,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,54.6,800,2000,1400,2023-06-22,FAQ,97.7,84.2,68.1,0.034,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,54.6,1500,2500,2100,2023-12-26,FAQ,69.8,46.4,85.1,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,55.1,100,600,350,2023-05-02,FAQ,81.4,69.8,83.3,0.016,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,55.1,2000,5000,4000,2024-04-20,FAQ,97.4,76.7,36.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,55.2,800,1500,1050,2024-05-09,FAQ,98.8,78.8,48.3,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,55.3,500,2500,1500,2023-06-26,FAQ,88.6,78.8,86.1,0.043,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,55.5,1000,3500,2400,2023-07-04,FAQ,95.0,78.8,78.8,0.083,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.0,1500,3000,2000,2025-02-18,FAQ,81.5,59.0,57.9,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.0,1500,3000,2250,2024-01-19,FAQ,59.0,44.6,89.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.1,1500,2500,2100,2025-01-29,FAQ,76.4,46.8,71.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.3,5000,13000,9500,2023-07-20,FAQ,98.3,84.2,70.8,0.004,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.4,1000,2000,1350,2025-04-28,FAQ,104.0,77.3,29.2,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.4,3000,6000,4750,2023-10-18,FAQ,86.0,65.5,63.8,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.5,300,1500,850,2023-04-21,FAQ,95.8,73.4,35.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.6,1000,2500,2000,2025-04-04,FAQ,99.4,70.8,26.6,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.8,1000,2000,1500,2025-03-26,FAQ,100.2,67.1,36.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.8,1500,3000,2250,2025-06-23,FAQ,96.8,84.2,72.7,0.136,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,56.9,300,1500,900,2023-04-13,FAQ,100.4,70.3,32.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,57.0,1000,3000,2300,2025-04-03,FAQ,99.6,61.4,30.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,57.5,1500,3000,2250,2024-01-13,FAQ,62.6,42.1,86.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,57.6,700,1500,1000,2024-05-23,FAQ,104.0,87.6,45.1,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,57.6,2000,6000,4000,2024-08-22,FAQ,96.4,82.4,76.2,0.136,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,57.7,500,1800,1150,2023-01-10,FAQ,62.6,44.6,88.6,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,57.8,2000,5000,3850,2024-03-28,FAQ,96.7,73.3,40.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.0,500,1800,1100,2023-05-31,FAQ,86.9,71.6,81.3,0.132,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.0,1500,2500,2100,2025-01-27,FAQ,72.2,46.4,67.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.2,700,1500,1000,2024-05-15,FAQ,105.8,76.8,25.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.3,1000,2500,1700,2025-03-11,FAQ,92.1,63.8,53.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.3,1500,2500,2000,2025-06-05,FAQ,96.5,78.8,48.6,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.4,1000,1800,1350,2024-05-03,FAQ,100.4,68.3,24.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.4,2000,5000,3850,2024-08-13,FAQ,89.6,78.7,91.2,2.25,5
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.5,500,1500,950,2023-05-27,FAQ,89.7,68.0,66.7,0.715,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.7,2000,5000,3800,2023-10-31,FAQ,88.9,67.1,67.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.7,2000,5000,3850,2024-03-29,FAQ,96.7,69.7,51.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.7,2500,8000,6200,2024-10-22,FAQ,91.4,70.7,67.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.9,300,2000,1000,2023-04-10,FAQ,93.3,64.7,31.2,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,58.9,1500,3000,2000,2025-02-26,FAQ,87.4,61.9,57.1,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,59.4,4000,6000,5300,2024-09-12,FAQ,84.2,75.2,95.4,0.638,1
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,59.5,1500,2500,2100,2025-01-28,FAQ,74.7,45.2,65.1,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,59.9,2000,5000,4000,2024-04-17,FAQ,95.0,71.6,28.5,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,60.5,500,1800,1150,2023-06-24,FAQ,97.6,86.0,69.2,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,60.8,1500,3000,2250,2024-01-10,FAQ,56.2,46.4,87.4,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,60.9,4000,10000,7500,2023-07-27,FAQ,93.2,80.5,84.6,0.008,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.1,1000,2000,1500,2025-05-23,FAQ,97.1,80.6,58.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.2,2200,6000,3650,2023-10-26,FAQ,87.8,64.5,54.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.3,1000,2000,1500,2025-05-20,FAQ,107.6,85.9,52.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.5,700,1500,950,2024-06-07,FAQ,107.6,83.8,29.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.5,1000,4500,3000,2023-07-06,FAQ,85.8,78.8,91.8,0.117,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.6,100,600,350,2023-05-08,FAQ,96.1,73.6,53.1,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.7,200,800,500,2023-04-20,FAQ,94.7,77.0,40.0,0.039,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,61.9,2000,3000,2500,2025-01-08,FAQ,68.8,44.6,79.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,62.3,1000,2000,1350,2025-04-19,FAQ,101.1,79.8,47.4,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,62.6,700,1500,1100,2023-11-21,FAQ,78.0,56.5,70.9,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,62.7,2000,5000,3050,2024-02-24,FAQ,75.3,51.6,50.3,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,62.8,2000,3000,2550,2025-01-04,FAQ,66.5,48.2,92.9,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,62.8,2000,5000,3200,2024-02-28,FAQ,76.3,53.6,63.5,0.0,8
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,63.0,1500,3000,2100,2024-01-24,FAQ,60.8,47.4,85.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,63.1,1000,1500,1200,2024-05-08,FAQ,97.6,82.4,50.3,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,63.3,1000,3000,2200,2025-04-02,FAQ,96.0,60.6,32.7,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,63.8,1000,2000,1350,2025-04-21,FAQ,104.5,80.6,30.4,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,64.0,1000,3000,1950,2024-11-30,FAQ,78.1,51.8,66.7,0.0,6
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,64.1,1000,2500,1800,2025-05-30,FAQ,93.2,82.8,54.2,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,64.2,1500,2500,2000,2025-06-10,FAQ,111.2,87.7,26.8,0.0,10
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,64.5,1000,1800,1300,2025-03-19,FAQ,89.2,61.3,49.5,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,64.7,1000,2500,1800,2025-05-31,FAQ,102.2,80.7,49.7,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.0,1000,2000,1500,2023-06-02,FAQ,92.2,72.6,53.9,0.0,9
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.1,1500,3200,2650,2024-12-14,FAQ,71.7,44.6,50.8,0.0,7
NCT of Delhi,Delhi,Azadpur,Capsicum,Vegetables,65.2,300,1500,900,2023-04-14,FAQ,101.0,72.6,26.4,0.0,10
